Year,Rank,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
2020,25,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
2020,26,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992
2020,27,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034
2020,28,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062
2020,29,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77
2020,30,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819
2020,31,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982
2020,32,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618
2020,33,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011
2020,34,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074
2020,35,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076
2020,36,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928
2020,37,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
2020,38,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044
2020,39,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148
2020,40,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956
2020,41,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976
2020,42,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959
2020,43,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026
2020,44,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947
2020,45,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
2020,46,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128
2020,47,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007
2020,48,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056
2020,49,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971
2020,50,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994
2020,51,0.732,0.387,10,-8.47,0,0.0741,0.0493,0.0,0.141,0.242,157.875
2020,52,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912
2020,53,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754
2020,54,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991
2020,55,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087
2020,56,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801
2020,57,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14
2020,58,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921
2020,59,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991
2020,60,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847
2020,61,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022
2020,62,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995
2020,63,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051
2020,64,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022
2020,65,0.596,0.522,9,-6.633,1,0.0358,0.373,0.0,0.291,0.443,76.042
2020,66,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071
2020,67,0.695,0.652,11,-7.828,0,0.0751,0.000441,5.66e-06,0.0667,0.744,128.024
2020,68,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987
2020,69,0.689,0.689,4,-5.517,1,0.045,0.23,0.0,0.57,0.664,130.069
2020,70,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997
2020,71,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848
2020,72,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997
2020,73,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024
2020,74,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284
2020,75,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957
2020,76,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459
2020,77,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01
2020,78,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7
2020,79,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038
2020,80,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765
2020,81,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798
2020,82,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94
2020,83,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094
2020,84,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
2020,85,0.554,0.755,2,-6.04,1,0.0319,0.225,0.0,0.301,0.624,77.962
2020,86,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979
2020,87,0.785,0.652,0,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024
2020,88,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97
2020,89,0.701,0.5,8,-8.82,1,0.0303,0.46,0.0,0.234,0.409,97.028
2020,90,0.874,0.443,5,-9.628,0,0.241,0.147,0.0,0.124,0.298,118.004
2020,91,0.661,0.633,7,-5.986,1,0.0348,0.038,2.75e-06,0.124,0.613,81.984
2020,92,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972
2020,93,0.616,0.849,0,-4.897,1,0.0373,0.311,0.0,0.311,0.638,113.065
2020,94,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331
2020,95,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05
2020,96,0.62,0.869,6,-5.479,1,0.0462,0.615,0.0,0.131,0.597,126.019
2020,97,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974
2020,98,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998
2020,99,0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981
2019,1,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041
2019,2,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911
2019,3,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041
2019,4,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128
2019,5,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96
2019,6,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015
2019,7,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048
2019,8,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984
2019,9,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
2019,10,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958
2019,11,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014
2019,12,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966
2019,13,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087
2019,14,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804
2019,15,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947
2019,16,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956
2019,17,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391
2019,18,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003
2019,19,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799
2019,20,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949
2019,21,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928
2019,22,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959
2019,23,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002
2019,24,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445
2019,25,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984
2019,26,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511
2019,27,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891
-1,-1,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2019,29,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911
2019,30,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068
2019,31,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043
