Year,Rank,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
2019,32,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038
2019,33,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274
2019,34,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541
2019,35,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929
2019,36,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999
2019,37,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992
2019,38,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003
2019,39,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026
2019,40,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848
2019,41,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057
2019,42,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
2019,43,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162
2019,44,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062
2019,45,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112
2019,46,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313
2019,47,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025
2019,48,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
2019,49,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034
2019,50,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977
2019,51,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01
2019,52,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959
2019,53,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984
2019,54,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684
2019,55,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015
2019,56,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984
2019,57,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881
2019,58,0.575,0.758,1,-5.029,0,0.0618,0.0954,0.0,0.394,0.493,144.107
2019,59,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042
2019,60,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873
2019,61,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936
2019,62,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042
2019,63,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001
2019,64,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981
2019,65,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989
2019,66,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007
2019,67,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
2019,68,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075
2019,69,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048
2019,70,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754
2019,71,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024
2019,72,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049
2019,73,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046
2019,74,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896
2019,75,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056
2019,76,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038
2019,77,0.749,0.535,5,-4.054,0,0.0638,0.517,0.0,0.0942,0.459,124.008
2019,78,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01
2019,79,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983
2019,80,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882
2019,81,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975
2019,82,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023
2019,83,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567
2019,84,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003
2019,85,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0
2019,86,0.626,0.516,8,-6.05,1,0.0388,0.4,0.0,0.142,0.769,153.653
2019,87,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022
2019,88,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955
2019,89,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042
2019,90,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028
2019,91,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016
2019,92,0.894,0.511,2,-4.768,1,0.421,0.0251,0.0,0.14,0.567,120.077
2019,93,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985
2019,94,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964
2019,95,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027
2019,96,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155
2019,97,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975
2019,98,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097
2019,99,0.652,0.453,1,-6.119,1,0.0445,0.0507,0.0,0.179,0.432,88.039
2018,1,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
2018,2,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05
2018,3,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084
2018,4,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988
2018,5,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
2018,6,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06
2018,7,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048
2018,8,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01
2018,9,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03
2018,10,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959
2018,11,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
2018,12,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
2018,13,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038
2018,14,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115
2018,15,0.561,0.779,10,-5.107,0,0.0531,0.0862,0.0,0.078,0.235,81.965
2018,16,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
2018,17,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
2018,18,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923
2018,19,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955
2018,20,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993
2018,21,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929
2018,22,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997
2018,23,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022
2018,24,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045
2018,25,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957
2018,26,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079
2018,27,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384
2018,28,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994
2018,29,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997
2018,30,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957
2018,31,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978
2018,32,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016
2018,33,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028
2018,34,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996
2018,35,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97
2018,36,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274
2018,37,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945
2018,38,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007
2018,39,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95
2018,40,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584
2018,41,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061
2018,42,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
2018,43,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914
2018,44,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889
2018,45,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908
2018,46,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025
2018,47,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924
2018,48,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982
2018,49,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873
2018,50,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058
2018,51,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024
2018,52,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983
2018,53,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006
2018,54,0.813,0.574,9,-9.401,1,0.0577,0.0606,0.0,0.428,0.546,124.982
2018,55,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123
2018,56,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036
2018,57,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981
2018,58,0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088
2018,59,0.819,0.568,6,-8.231,0,0.411,0.0252,0.0,0.0952,0.535,152.284
2018,60,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987
2018,61,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015
2018,62,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031
2018,63,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911
2018,64,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931
2018,65,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974
2018,66,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019
2018,67,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948
2018,68,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
2018,69,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0
2018,70,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025
2018,71,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
2018,72,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948
2018,73,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702
2018,74,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142
2018,75,0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965
2018,76,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028
2018,77,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391
2018,78,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17
2018,79,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133
2018,80,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015
2018,81,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507
2018,82,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811
2018,83,0.916,0.727,1,-6.556,1,0.0861,0.00214,0.000145,0.118,0.201,94.997
2018,84,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023
2018,85,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04
2018,86,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002
2018,87,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456
2018,88,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
2018,89,0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024
2018,90,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968
2018,91,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068
2018,92,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882
2018,93,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001
2018,94,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934
2018,95,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957
2018,96,0.544,0.781,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.527,144.075
2018,97,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948
2018,98,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028
2018,99,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959
2017,1,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
2017,2,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928
2017,3,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066
2017,4,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
2017,5,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
2017,6,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076
2017,7,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01
2017,8,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938
2017,9,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949
2017,10,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146
2017,11,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043
2017,12,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984
2017,13,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096
2017,14,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062
2017,15,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
2017,16,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
2017,17,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04
2017,18,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621
2017,19,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
2017,20,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003
2017,21,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126
2017,22,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066
2017,23,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998
2017,24,0.813,0.574,9,-9.401,1,0.0577,0.0606,0.0,0.428,0.546,124.982
2017,25,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143
-1,-1,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2017,27,0.713,0.658,0,-5.362,1,0.0748,0.0161,0.000138,0.0607,0.539,115.024
2017,28,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016
2017,29,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145
2017,30,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085
2017,31,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023
2017,32,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896
2017,33,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006
2017,34,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987
2017,35,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502
2017,36,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.023
2017,37,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007
2017,38,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047
2017,39,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07
2017,40,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
2017,41,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853
2017,42,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999
2017,43,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173
2017,44,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965
2017,45,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028
2017,46,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
2017,47,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931
2017,48,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016
2017,49,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035
2017,50,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959
2017,51,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997
2017,52,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023
2017,53,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953
2017,54,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128
2017,55,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853
2017,56,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
2017,57,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986
2017,58,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
2017,59,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03
2017,60,0.94,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.04
2017,61,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946
2017,62,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913
2017,63,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517
2017,64,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992
2017,65,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98
2017,66,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684
2017,67,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415
2017,68,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
2017,69,0.699,0.729,9,-6.325,0,0.0976,0.133,0.0,0.0459,0.425,99.81
2017,70,0.886,0.525,8,-7.39,1,0.132,0.236,0.0,0.057,0.708,145.99
2017,71,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
2017,72,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976
2017,73,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029
2017,74,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
2017,75,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246
2017,76,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977
2017,77,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873
2017,78,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948
2017,79,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991
2017,80,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002
2017,81,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014
2017,82,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962
2017,83,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976
2017,84,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608
2017,85,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064
2017,86,0.92,0.674,1,-5.662,0,0.264,0.307,0.0,0.104,0.741,141.967
2017,87,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972
2017,88,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963
2017,89,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934
2017,90,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301
2017,91,0.739,0.619,10,-6.669,1,0.162,0.0572,0.0,0.105,0.58,112.961
2017,92,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695
2017,93,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948
2017,94,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997
2017,95,0.758,0.646,7,-4.701,1,0.113,0.128,0.0,0.0776,0.589,155.949
2017,96,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988
2017,97,0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024
2017,98,0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001
2017,99,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059
2016,1,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418
2016,2,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945
2016,3,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967
2016,4,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974
2016,5,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
2016,6,0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145.245
2016,7,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991
2016,8,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803
2016,9,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035
2016,10,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01
2016,11,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976
2016,12,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992
2016,13,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898
2016,14,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006
2016,15,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969
2016,16,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017
2016,17,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
2016,18,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002
2016,19,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995
2016,20,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989
2016,21,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
2016,22,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944
2016,23,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789
2016,24,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966
